ad_spend_id,date,channel_id,campaign_id,adset_id,creative_id,impressions,clicks,conversions,spend,revenue_attributed
ad_2023-07-26_meta_paid,2023-07-26,meta_paid,campaign_7,adset_25,creative_69,91926,1476,10,220.32,381.58
ad_2023-07-26_tiktok_paid,2023-07-26,tiktok_paid,campaign_20,adset_15,creative_46,40453,643,141,573.94,1257.53
ad_2023-07-27_meta_paid,2023-07-27,meta_paid,campaign_11,adset_45,creative_60,50648,520,100,1272.15,3188.15
ad_2023-07-27_tiktok_paid,2023-07-27,tiktok_paid,campaign_12,adset_50,creative_65,58050,500,171,167.4,439.49
ad_2023-07-28_meta_paid,2023-07-28,meta_paid,campaign_10,adset_37,creative_35,99587,1760,188,388.59,557.76
ad_2023-07-28_tiktok_paid,2023-07-28,tiktok_paid,campaign_13,adset_35,creative_38,72831,264,135,866.29,1373.0
ad_2023-07-29_meta_paid,2023-07-29,meta_paid,campaign_13,adset_49,creative_24,72672,1756,103,760.36,950.53
ad_2023-07-29_tiktok_paid,2023-07-29,tiktok_paid,campaign_3,adset_10,creative_97,41667,1581,17,643.76,807.04
ad_2023-07-30_meta_paid,2023-07-30,meta_paid,campaign_20,adset_29,creative_21,20792,1093,112,197.85,340.69
ad_2023-07-30_tiktok_paid,2023-07-30,tiktok_paid,campaign_3,adset_15,creative_69,62245,697,127,220.2,315.83
ad_2023-07-31_meta_paid,2023-07-31,meta_paid,campaign_6,adset_22,creative_97,77727,804,199,171.63,505.22
ad_2023-07-31_tiktok_paid,2023-07-31,tiktok_paid,campaign_17,adset_5,creative_88,77524,1533,187,877.71,1919.64
ad_2023-08-01_meta_paid,2023-08-01,meta_paid,campaign_11,adset_28,creative_68,98568,1078,164,372.47,845.65
ad_2023-08-01_tiktok_paid,2023-08-01,tiktok_paid,campaign_11,adset_37,creative_82,39473,191,12,1020.71,2777.57
ad_2023-08-02_meta_paid,2023-08-02,meta_paid,campaign_9,adset_50,creative_50,12932,219,32,272.83,411.11
ad_2023-08-02_tiktok_paid,2023-08-02,tiktok_paid,campaign_10,adset_13,creative_28,65823,1046,178,922.94,2749.07
ad_2023-08-03_meta_paid,2023-08-03,meta_paid,campaign_3,adset_42,creative_34,60986,848,179,311.73,390.78
ad_2023-08-03_tiktok_paid,2023-08-03,tiktok_paid,campaign_14,adset_1,creative_56,97142,1331,68,544.83,1395.79
ad_2023-08-04_meta_paid,2023-08-04,meta_paid,campaign_6,adset_23,creative_19,49818,1224,79,1014.35,1312.43
ad_2023-08-04_tiktok_paid,2023-08-04,tiktok_paid,campaign_2,adset_33,creative_74,75763,316,31,1004.55,2630.45
ad_2023-08-05_meta_paid,2023-08-05,meta_paid,campaign_11,adset_42,creative_39,63876,1691,34,690.28,1654.54
ad_2023-08-05_tiktok_paid,2023-08-05,tiktok_paid,campaign_13,adset_11,creative_45,74685,634,94,624.28,1215.36
ad_2023-08-06_meta_paid,2023-08-06,meta_paid,campaign_1,adset_21,creative_95,62102,853,123,256.86,459.23
ad_2023-08-06_tiktok_paid,2023-08-06,tiktok_paid,campaign_9,adset_23,creative_4,51797,783,178,1215.31,3520.27
ad_2023-08-07_meta_paid,2023-08-07,meta_paid,campaign_18,adset_23,creative_59,29055,903,113,1336.3,2545.18
ad_2023-08-07_tiktok_paid,2023-08-07,tiktok_paid,campaign_9,adset_27,creative_17,30825,1371,75,1078.85,1911.53
ad_2023-08-08_meta_paid,2023-08-08,meta_paid,campaign_15,adset_43,creative_89,14851,1192,184,684.74,992.83
ad_2023-08-08_tiktok_paid,2023-08-08,tiktok_paid,campaign_13,adset_38,creative_17,70153,1927,146,523.77,953.66
ad_2023-08-09_meta_paid,2023-08-09,meta_paid,campaign_20,adset_10,creative_63,86523,1432,26,906.81,2662.79
ad_2023-08-09_tiktok_paid,2023-08-09,tiktok_paid,campaign_2,adset_27,creative_98,55451,1506,163,1240.62,1876.85
ad_2023-08-10_meta_paid,2023-08-10,meta_paid,campaign_12,adset_46,creative_28,44890,1054,58,949.09,2065.15
ad_2023-08-10_tiktok_paid,2023-08-10,tiktok_paid,campaign_1,adset_19,creative_65,95300,251,27,1107.92,2922.2
ad_2023-08-11_meta_paid,2023-08-11,meta_paid,campaign_10,adset_28,creative_53,78075,200,15,382.59,1001.84
ad_2023-08-11_tiktok_paid,2023-08-11,tiktok_paid,campaign_5,adset_2,creative_99,80181,1165,160,1136.09,2766.28
ad_2023-08-12_meta_paid,2023-08-12,meta_paid,campaign_11,adset_5,creative_1,30938,1973,184,804.27,1513.83
ad_2023-08-12_tiktok_paid,2023-08-12,tiktok_paid,campaign_3,adset_35,creative_30,93790,428,107,961.28,2240.88
ad_2023-08-13_meta_paid,2023-08-13,meta_paid,campaign_8,adset_22,creative_68,73726,1217,57,979.55,1650.19
ad_2023-08-13_tiktok_paid,2023-08-13,tiktok_paid,campaign_8,adset_12,creative_60,75537,377,23,1015.65,2246.16
ad_2023-08-14_meta_paid,2023-08-14,meta_paid,campaign_3,adset_32,creative_47,17060,637,120,255.36,350.18
ad_2023-08-14_tiktok_paid,2023-08-14,tiktok_paid,campaign_5,adset_8,creative_89,23100,1366,103,1077.25,1955.62
ad_2023-08-15_meta_paid,2023-08-15,meta_paid,campaign_3,adset_23,creative_40,87704,326,150,274.21,762.15
ad_2023-08-15_tiktok_paid,2023-08-15,tiktok_paid,campaign_9,adset_33,creative_42,33244,546,196,362.78,733.63
ad_2023-08-16_meta_paid,2023-08-16,meta_paid,campaign_18,adset_49,creative_66,41799,705,168,1053.36,2301.39
ad_2023-08-16_tiktok_paid,2023-08-16,tiktok_paid,campaign_14,adset_22,creative_87,79968,356,133,184.02,337.65
ad_2023-08-17_meta_paid,2023-08-17,meta_paid,campaign_8,adset_40,creative_40,51116,753,78,304.9,738.25
ad_2023-08-17_tiktok_paid,2023-08-17,tiktok_paid,campaign_20,adset_24,creative_76,26345,286,109,1174.92,2595.7
ad_2023-08-18_meta_paid,2023-08-18,meta_paid,campaign_1,adset_16,creative_19,78620,1738,185,828.5,1527.02
ad_2023-08-18_tiktok_paid,2023-08-18,tiktok_paid,campaign_19,adset_42,creative_29,15273,1230,77,1136.69,2255.0
ad_2023-08-19_meta_paid,2023-08-19,meta_paid,campaign_6,adset_32,creative_69,16764,1354,189,806.51,1074.59
ad_2023-08-19_tiktok_paid,2023-08-19,tiktok_paid,campaign_13,adset_17,creative_44,70447,336,127,1170.99,2906.24
ad_2023-08-20_meta_paid,2023-08-20,meta_paid,campaign_2,adset_18,creative_19,69910,188,79,904.65,2068.74
ad_2023-08-20_tiktok_paid,2023-08-20,tiktok_paid,campaign_7,adset_17,creative_48,21417,1445,23,228.82,557.61
ad_2023-08-21_meta_paid,2023-08-21,meta_paid,campaign_8,adset_14,creative_10,87526,1080,93,533.28,1565.35
ad_2023-08-21_tiktok_paid,2023-08-21,tiktok_paid,campaign_18,adset_23,creative_93,57209,1745,168,999.76,2620.86
ad_2023-08-22_meta_paid,2023-08-22,meta_paid,campaign_16,adset_21,creative_19,58270,240,65,1015.53,1760.21
ad_2023-08-22_tiktok_paid,2023-08-22,tiktok_paid,campaign_20,adset_19,creative_42,87796,1645,185,296.24,681.87
ad_2023-08-23_meta_paid,2023-08-23,meta_paid,campaign_12,adset_41,creative_66,19892,282,135,471.91,921.43
ad_2023-08-23_tiktok_paid,2023-08-23,tiktok_paid,campaign_10,adset_34,creative_41,93701,1317,125,406.14,1021.83
ad_2023-08-24_meta_paid,2023-08-24,meta_paid,campaign_13,adset_20,creative_50,37511,240,135,706.65,1423.46
ad_2023-08-24_tiktok_paid,2023-08-24,tiktok_paid,campaign_1,adset_20,creative_52,57452,1899,50,1263.97,3172.81
ad_2023-08-25_meta_paid,2023-08-25,meta_paid,campaign_10,adset_8,creative_83,77402,252,199,340.61,587.09
ad_2023-08-25_tiktok_paid,2023-08-25,tiktok_paid,campaign_15,adset_2,creative_4,81537,1837,172,667.93,1917.18
ad_2023-08-26_meta_paid,2023-08-26,meta_paid,campaign_16,adset_46,creative_93,95014,285,195,650.78,1339.86
ad_2023-08-26_tiktok_paid,2023-08-26,tiktok_paid,campaign_6,adset_12,creative_77,45647,115,40,153.51,455.33
ad_2023-08-27_meta_paid,2023-08-27,meta_paid,campaign_15,adset_19,creative_32,22004,1885,55,982.13,2365.65
ad_2023-08-27_tiktok_paid,2023-08-27,tiktok_paid,campaign_15,adset_29,creative_24,91591,919,42,602.26,1381.52
ad_2023-08-28_meta_paid,2023-08-28,meta_paid,campaign_15,adset_25,creative_70,36861,1379,181,1072.28,3085.07
ad_2023-08-28_tiktok_paid,2023-08-28,tiktok_paid,campaign_11,adset_8,creative_43,45156,266,80,1195.09,2024.36
ad_2023-08-29_meta_paid,2023-08-29,meta_paid,campaign_5,adset_47,creative_6,14589,1729,104,200.09,289.71
ad_2023-08-29_tiktok_paid,2023-08-29,tiktok_paid,campaign_7,adset_32,creative_31,24995,194,48,1152.24,1840.66
ad_2023-08-30_meta_paid,2023-08-30,meta_paid,campaign_10,adset_6,creative_41,51006,1313,74,1035.18,1415.48
ad_2023-08-30_tiktok_paid,2023-08-30,tiktok_paid,campaign_4,adset_29,creative_97,23532,768,136,803.94,991.74
ad_2023-08-31_meta_paid,2023-08-31,meta_paid,campaign_20,adset_35,creative_43,70431,483,30,405.5,628.87
ad_2023-08-31_tiktok_paid,2023-08-31,tiktok_paid,campaign_13,adset_4,creative_4,14917,1497,10,716.8,1140.7
ad_2023-09-01_meta_paid,2023-09-01,meta_paid,campaign_18,adset_22,creative_48,21896,1900,63,454.5,939.08
ad_2023-09-01_tiktok_paid,2023-09-01,tiktok_paid,campaign_4,adset_26,creative_8,64706,619,119,892.95,2106.67
ad_2023-09-02_meta_paid,2023-09-02,meta_paid,campaign_12,adset_48,creative_57,52120,1501,28,747.11,1673.15
ad_2023-09-02_tiktok_paid,2023-09-02,tiktok_paid,campaign_1,adset_38,creative_15,27643,754,42,645.54,1468.65
ad_2023-09-03_meta_paid,2023-09-03,meta_paid,campaign_2,adset_43,creative_12,30148,720,183,872.81,1901.86
ad_2023-09-03_tiktok_paid,2023-09-03,tiktok_paid,campaign_2,adset_24,creative_10,56994,460,174,787.75,2104.47
ad_2023-09-04_meta_paid,2023-09-04,meta_paid,campaign_16,adset_47,creative_66,96889,1943,174,197.17,260.67
ad_2023-09-04_tiktok_paid,2023-09-04,tiktok_paid,campaign_20,adset_3,creative_97,26158,1923,70,575.79,1142.69
ad_2023-09-05_meta_paid,2023-09-05,meta_paid,campaign_14,adset_27,creative_42,13780,578,121,592.08,1733.2
ad_2023-09-05_tiktok_paid,2023-09-05,tiktok_paid,campaign_1,adset_29,creative_54,53981,120,178,740.85,1626.71
ad_2023-09-06_meta_paid,2023-09-06,meta_paid,campaign_18,adset_36,creative_32,28783,632,35,977.09,2220.4
ad_2023-09-06_tiktok_paid,2023-09-06,tiktok_paid,campaign_20,adset_23,creative_98,86946,1507,14,370.28,599.11
ad_2023-09-07_meta_paid,2023-09-07,meta_paid,campaign_9,adset_2,creative_24,84704,1614,128,547.79,1066.76
ad_2023-09-07_tiktok_paid,2023-09-07,tiktok_paid,campaign_17,adset_14,creative_90,12658,1161,187,366.2,1022.1
ad_2023-09-08_meta_paid,2023-09-08,meta_paid,campaign_3,adset_18,creative_92,19885,1326,197,268.55,758.31
ad_2023-09-08_tiktok_paid,2023-09-08,tiktok_paid,campaign_9,adset_40,creative_48,22356,746,137,149.42,314.99
ad_2023-09-09_meta_paid,2023-09-09,meta_paid,campaign_20,adset_42,creative_25,37626,663,106,890.3,2571.09
ad_2023-09-09_tiktok_paid,2023-09-09,tiktok_paid,campaign_7,adset_49,creative_71,79190,1579,101,733.51,947.42
ad_2023-09-10_meta_paid,2023-09-10,meta_paid,campaign_11,adset_33,creative_49,42716,1844,22,241.4,675.41
ad_2023-09-10_tiktok_paid,2023-09-10,tiktok_paid,campaign_3,adset_41,creative_85,51303,157,55,660.77,966.11
ad_2023-09-11_meta_paid,2023-09-11,meta_paid,campaign_14,adset_33,creative_49,63331,572,107,883.95,1977.34
ad_2023-09-11_tiktok_paid,2023-09-11,tiktok_paid,campaign_10,adset_13,creative_25,52588,1355,132,429.21,1150.96
ad_2023-09-12_meta_paid,2023-09-12,meta_paid,campaign_6,adset_49,creative_93,25679,688,148,760.53,2255.22
ad_2023-09-12_tiktok_paid,2023-09-12,tiktok_paid,campaign_11,adset_29,creative_57,19543,1103,63,464.65,1321.58
ad_2023-09-13_meta_paid,2023-09-13,meta_paid,campaign_12,adset_32,creative_17,67621,1656,25,703.23,1106.29
ad_2023-09-13_tiktok_paid,2023-09-13,tiktok_paid,campaign_4,adset_9,creative_26,85984,255,44,580.85,1586.7
ad_2023-09-14_meta_paid,2023-09-14,meta_paid,campaign_4,adset_26,creative_8,29501,1525,76,743.25,1162.19
ad_2023-09-14_tiktok_paid,2023-09-14,tiktok_paid,campaign_16,adset_13,creative_33,28538,199,99,164.95,316.36
ad_2023-09-15_meta_paid,2023-09-15,meta_paid,campaign_20,adset_22,creative_58,95679,104,148,734.41,1076.53
ad_2023-09-15_tiktok_paid,2023-09-15,tiktok_paid,campaign_12,adset_20,creative_62,47185,1721,147,441.3,1093.19
ad_2023-09-16_meta_paid,2023-09-16,meta_paid,campaign_11,adset_41,creative_23,96291,420,106,133.22,222.21
ad_2023-09-16_tiktok_paid,2023-09-16,tiktok_paid,campaign_12,adset_4,creative_84,19964,453,78,360.94,858.93
ad_2023-09-17_meta_paid,2023-09-17,meta_paid,campaign_4,adset_44,creative_5,96317,1276,69,347.96,848.95
ad_2023-09-17_tiktok_paid,2023-09-17,tiktok_paid,campaign_2,adset_12,creative_40,83651,1838,122,511.11,1514.62
ad_2023-09-18_meta_paid,2023-09-18,meta_paid,campaign_13,adset_48,creative_24,88999,1827,16,179.75,424.34
ad_2023-09-18_tiktok_paid,2023-09-18,tiktok_paid,campaign_7,adset_21,creative_9,16983,446,99,515.88,1423.84
ad_2023-09-19_meta_paid,2023-09-19,meta_paid,campaign_19,adset_30,creative_74,71467,422,135,325.12,600.12
ad_2023-09-19_tiktok_paid,2023-09-19,tiktok_paid,campaign_18,adset_41,creative_45,61189,1644,101,196.69,267.85
ad_2023-09-20_meta_paid,2023-09-20,meta_paid,campaign_12,adset_46,creative_53,94334,1010,113,687.6,1649.52
ad_2023-09-20_tiktok_paid,2023-09-20,tiktok_paid,campaign_2,adset_43,creative_25,38592,1481,148,406.96,622.44
ad_2023-09-21_meta_paid,2023-09-21,meta_paid,campaign_18,adset_28,creative_28,79947,1879,177,1027.02,1931.31
ad_2023-09-21_tiktok_paid,2023-09-21,tiktok_paid,campaign_16,adset_30,creative_76,60840,754,59,230.62,453.38
ad_2023-09-22_meta_paid,2023-09-22,meta_paid,campaign_20,adset_19,creative_39,42647,235,153,118.44,260.49
ad_2023-09-22_tiktok_paid,2023-09-22,tiktok_paid,campaign_10,adset_2,creative_14,87669,837,137,724.91,1642.9
ad_2023-09-23_meta_paid,2023-09-23,meta_paid,campaign_15,adset_11,creative_62,66005,1174,69,190.79,355.38
ad_2023-09-23_tiktok_paid,2023-09-23,tiktok_paid,campaign_5,adset_47,creative_75,92086,731,81,148.03,340.57
ad_2023-09-24_meta_paid,2023-09-24,meta_paid,campaign_17,adset_1,creative_6,20886,573,49,666.41,1769.63
ad_2023-09-24_tiktok_paid,2023-09-24,tiktok_paid,campaign_8,adset_43,creative_40,29316,1824,173,885.1,1403.46
ad_2023-09-25_meta_paid,2023-09-25,meta_paid,campaign_13,adset_2,creative_47,19867,158,140,747.59,2191.82
ad_2023-09-25_tiktok_paid,2023-09-25,tiktok_paid,campaign_11,adset_33,creative_78,58041,1434,57,743.35,1748.2
ad_2023-09-26_meta_paid,2023-09-26,meta_paid,campaign_3,adset_6,creative_53,41493,137,152,947.34,1309.7
ad_2023-09-26_tiktok_paid,2023-09-26,tiktok_paid,campaign_2,adset_18,creative_28,24085,1706,155,570.57,1423.99
ad_2023-09-27_meta_paid,2023-09-27,meta_paid,campaign_13,adset_50,creative_61,22623,355,147,914.01,1387.96
ad_2023-09-27_tiktok_paid,2023-09-27,tiktok_paid,campaign_14,adset_15,creative_17,58821,178,30,574.84,1370.01
ad_2023-09-28_meta_paid,2023-09-28,meta_paid,campaign_7,adset_13,creative_26,20523,894,58,894.39,2576.98
ad_2023-09-28_tiktok_paid,2023-09-28,tiktok_paid,campaign_11,adset_46,creative_54,35685,1446,110,154.94,446.14
ad_2023-09-29_meta_paid,2023-09-29,meta_paid,campaign_15,adset_2,creative_35,73910,1578,32,1011.62,2389.85
ad_2023-09-29_tiktok_paid,2023-09-29,tiktok_paid,campaign_18,adset_20,creative_49,98416,1502,63,611.85,970.88
ad_2023-09-30_meta_paid,2023-09-30,meta_paid,campaign_5,adset_24,creative_77,37720,1798,81,934.03,2017.98
ad_2023-09-30_tiktok_paid,2023-09-30,tiktok_paid,campaign_20,adset_42,creative_47,28130,736,72,210.59,290.25
ad_2023-10-01_meta_paid,2023-10-01,meta_paid,campaign_4,adset_8,creative_37,82053,1203,177,746.93,1504.82
ad_2023-10-01_tiktok_paid,2023-10-01,tiktok_paid,campaign_1,adset_30,creative_70,75442,487,82,1044.94,2093.97
ad_2023-10-02_meta_paid,2023-10-02,meta_paid,campaign_4,adset_31,creative_37,13567,1728,49,1121.38,1997.86
ad_2023-10-02_tiktok_paid,2023-10-02,tiktok_paid,campaign_4,adset_9,creative_67,44926,1670,115,920.53,1678.59
ad_2023-10-03_meta_paid,2023-10-03,meta_paid,campaign_7,adset_48,creative_92,31992,401,52,157.09,218.02
ad_2023-10-03_tiktok_paid,2023-10-03,tiktok_paid,campaign_20,adset_30,creative_24,73584,1157,68,659.76,1063.66
ad_2023-10-04_meta_paid,2023-10-04,meta_paid,campaign_12,adset_38,creative_97,38823,1807,152,740.14,1995.57
ad_2023-10-04_tiktok_paid,2023-10-04,tiktok_paid,campaign_15,adset_7,creative_56,55765,1216,12,179.6,335.8
ad_2023-10-05_meta_paid,2023-10-05,meta_paid,campaign_11,adset_45,creative_14,15117,1932,83,564.01,1110.88
ad_2023-10-05_tiktok_paid,2023-10-05,tiktok_paid,campaign_6,adset_2,creative_51,21711,486,24,871.78,1103.48
ad_2023-10-06_meta_paid,2023-10-06,meta_paid,campaign_10,adset_30,creative_46,31770,168,121,124.92,307.11
ad_2023-10-06_tiktok_paid,2023-10-06,tiktok_paid,campaign_13,adset_31,creative_32,89289,1058,188,887.47,1506.11
ad_2023-10-07_meta_paid,2023-10-07,meta_paid,campaign_3,adset_31,creative_72,23381,1936,19,657.03,1459.37
ad_2023-10-07_tiktok_paid,2023-10-07,tiktok_paid,campaign_18,adset_29,creative_100,46239,488,47,429.02,1134.53
ad_2023-10-08_meta_paid,2023-10-08,meta_paid,campaign_11,adset_31,creative_92,97255,249,129,468.07,683.57
ad_2023-10-08_tiktok_paid,2023-10-08,tiktok_paid,campaign_4,adset_30,creative_13,22513,812,84,842.91,1644.38
ad_2023-10-09_meta_paid,2023-10-09,meta_paid,campaign_5,adset_30,creative_65,43740,202,33,256.31,700.93
ad_2023-10-09_tiktok_paid,2023-10-09,tiktok_paid,campaign_10,adset_30,creative_75,56040,1118,130,252.82,384.1
ad_2023-10-10_meta_paid,2023-10-10,meta_paid,campaign_4,adset_46,creative_67,87096,853,113,512.59,638.47
ad_2023-10-10_tiktok_paid,2023-10-10,tiktok_paid,campaign_14,adset_29,creative_52,49172,404,156,667.18,1462.89
ad_2023-10-11_meta_paid,2023-10-11,meta_paid,campaign_6,adset_37,creative_53,55082,1224,72,508.8,709.54
ad_2023-10-11_tiktok_paid,2023-10-11,tiktok_paid,campaign_17,adset_34,creative_62,95661,1246,134,340.15,743.45
ad_2023-10-12_meta_paid,2023-10-12,meta_paid,campaign_11,adset_6,creative_77,60874,727,61,516.24,1236.25
ad_2023-10-12_tiktok_paid,2023-10-12,tiktok_paid,campaign_9,adset_4,creative_3,16990,240,182,824.47,1022.96
ad_2023-10-13_meta_paid,2023-10-13,meta_paid,campaign_1,adset_5,creative_9,42621,1811,82,583.4,1386.57
ad_2023-10-13_tiktok_paid,2023-10-13,tiktok_paid,campaign_6,adset_9,creative_53,98223,368,182,668.05,1027.16
ad_2023-10-14_meta_paid,2023-10-14,meta_paid,campaign_8,adset_12,creative_58,16863,222,196,125.05,194.49
ad_2023-10-14_tiktok_paid,2023-10-14,tiktok_paid,campaign_12,adset_34,creative_5,46815,1019,109,706.0,1029.69
ad_2023-10-15_meta_paid,2023-10-15,meta_paid,campaign_19,adset_32,creative_78,60154,1891,164,771.29,2277.59
ad_2023-10-15_tiktok_paid,2023-10-15,tiktok_paid,campaign_11,adset_33,creative_23,68304,209,50,243.03,624.69
ad_2023-10-16_meta_paid,2023-10-16,meta_paid,campaign_18,adset_26,creative_68,12208,1885,88,393.94,627.15
ad_2023-10-16_tiktok_paid,2023-10-16,tiktok_paid,campaign_1,adset_4,creative_28,54572,1267,126,343.15,505.71
ad_2023-10-17_meta_paid,2023-10-17,meta_paid,campaign_2,adset_41,creative_15,89907,1923,169,690.08,1264.73
ad_2023-10-17_tiktok_paid,2023-10-17,tiktok_paid,campaign_5,adset_47,creative_22,84539,866,16,694.87,2047.0
ad_2023-10-18_meta_paid,2023-10-18,meta_paid,campaign_11,adset_33,creative_37,17021,338,64,182.86,533.65
ad_2023-10-18_tiktok_paid,2023-10-18,tiktok_paid,campaign_13,adset_13,creative_42,72165,536,53,875.12,1051.17
ad_2023-10-19_meta_paid,2023-10-19,meta_paid,campaign_19,adset_34,creative_67,66125,201,199,176.6,292.76
ad_2023-10-19_tiktok_paid,2023-10-19,tiktok_paid,campaign_19,adset_7,creative_15,47624,1805,69,635.87,886.44
ad_2023-10-20_meta_paid,2023-10-20,meta_paid,campaign_15,adset_18,creative_33,69458,1555,195,712.37,1508.31
ad_2023-10-20_tiktok_paid,2023-10-20,tiktok_paid,campaign_15,adset_45,creative_54,19769,1553,39,468.68,750.54
ad_2023-10-21_meta_paid,2023-10-21,meta_paid,campaign_18,adset_18,creative_100,33944,1212,46,969.87,1931.82
ad_2023-10-21_tiktok_paid,2023-10-21,tiktok_paid,campaign_13,adset_48,creative_88,61656,654,116,233.52,602.97
ad_2023-10-22_meta_paid,2023-10-22,meta_paid,campaign_19,adset_10,creative_26,49044,745,68,733.49,939.28
ad_2023-10-22_tiktok_paid,2023-10-22,tiktok_paid,campaign_8,adset_13,creative_7,26246,135,97,821.17,1182.11
ad_2023-10-23_meta_paid,2023-10-23,meta_paid,campaign_12,adset_27,creative_70,87664,1213,155,666.69,1305.1
ad_2023-10-23_tiktok_paid,2023-10-23,tiktok_paid,campaign_20,adset_41,creative_62,48549,1438,87,1024.96,2452.91
ad_2023-10-24_meta_paid,2023-10-24,meta_paid,campaign_17,adset_18,creative_2,21651,895,131,784.46,1369.14
ad_2023-10-24_tiktok_paid,2023-10-24,tiktok_paid,campaign_17,adset_4,creative_40,32537,701,77,496.53,1186.63
ad_2023-10-25_meta_paid,2023-10-25,meta_paid,campaign_16,adset_47,creative_60,77465,1362,10,368.91,1064.2
ad_2023-10-25_tiktok_paid,2023-10-25,tiktok_paid,campaign_17,adset_42,creative_94,87702,1808,153,110.9,318.81
ad_2023-10-26_meta_paid,2023-10-26,meta_paid,campaign_17,adset_32,creative_56,85372,941,12,510.65,1211.64
ad_2023-10-26_tiktok_paid,2023-10-26,tiktok_paid,campaign_6,adset_24,creative_11,73408,1353,29,669.84,1571.33
ad_2023-10-27_meta_paid,2023-10-27,meta_paid,campaign_19,adset_35,creative_27,29979,1982,105,814.76,2275.94
ad_2023-10-27_tiktok_paid,2023-10-27,tiktok_paid,campaign_9,adset_13,creative_7,38486,1573,134,615.9,901.95
ad_2023-10-28_meta_paid,2023-10-28,meta_paid,campaign_20,adset_11,creative_68,76204,1303,47,179.7,350.63
ad_2023-10-28_tiktok_paid,2023-10-28,tiktok_paid,campaign_5,adset_8,creative_10,23219,704,176,548.99,1233.49
ad_2023-10-29_meta_paid,2023-10-29,meta_paid,campaign_13,adset_32,creative_49,60055,133,145,968.44,1389.55
ad_2023-10-29_tiktok_paid,2023-10-29,tiktok_paid,campaign_15,adset_49,creative_34,42658,921,94,193.08,488.04
ad_2023-10-30_meta_paid,2023-10-30,meta_paid,campaign_16,adset_3,creative_99,84533,909,198,363.63,972.54
ad_2023-10-30_tiktok_paid,2023-10-30,tiktok_paid,campaign_15,adset_41,creative_70,42483,739,178,258.71,470.7
ad_2023-10-31_meta_paid,2023-10-31,meta_paid,campaign_12,adset_14,creative_88,45027,328,188,677.58,944.97
ad_2023-10-31_tiktok_paid,2023-10-31,tiktok_paid,campaign_12,adset_11,creative_64,58517,1144,21,530.37,1141.52
ad_2023-11-01_meta_paid,2023-11-01,meta_paid,campaign_2,adset_10,creative_52,41088,1461,132,837.33,1204.33
ad_2023-11-01_tiktok_paid,2023-11-01,tiktok_paid,campaign_16,adset_47,creative_95,92624,1701,128,764.25,1304.98
ad_2023-11-02_meta_paid,2023-11-02,meta_paid,campaign_3,adset_14,creative_15,14512,814,70,1081.96,2228.46
ad_2023-11-02_tiktok_paid,2023-11-02,tiktok_paid,campaign_15,adset_40,creative_86,16491,1939,108,414.77,714.39
ad_2023-11-03_meta_paid,2023-11-03,meta_paid,campaign_4,adset_7,creative_79,55482,1118,97,92.15,160.68
ad_2023-11-03_tiktok_paid,2023-11-03,tiktok_paid,campaign_8,adset_24,creative_30,94577,904,174,756.58,1223.52
ad_2023-11-04_meta_paid,2023-11-04,meta_paid,campaign_10,adset_18,creative_15,55407,254,13,144.9,276.15
ad_2023-11-04_tiktok_paid,2023-11-04,tiktok_paid,campaign_15,adset_15,creative_43,33487,665,41,738.29,1030.97
ad_2023-11-05_meta_paid,2023-11-05,meta_paid,campaign_1,adset_41,creative_8,30567,604,138,630.98,1261.57
ad_2023-11-05_tiktok_paid,2023-11-05,tiktok_paid,campaign_8,adset_28,creative_70,53832,1632,109,289.77,613.74
ad_2023-11-06_meta_paid,2023-11-06,meta_paid,campaign_15,adset_29,creative_86,59858,1338,153,538.15,693.4
ad_2023-11-06_tiktok_paid,2023-11-06,tiktok_paid,campaign_20,adset_18,creative_8,97896,182,100,754.11,1682.62
ad_2023-11-07_meta_paid,2023-11-07,meta_paid,campaign_12,adset_11,creative_67,86622,1368,153,1067.13,1528.27
ad_2023-11-07_tiktok_paid,2023-11-07,tiktok_paid,campaign_18,adset_20,creative_11,12698,157,98,448.1,622.38
ad_2023-11-08_meta_paid,2023-11-08,meta_paid,campaign_6,adset_45,creative_7,97153,1630,179,497.0,1108.33
ad_2023-11-08_tiktok_paid,2023-11-08,tiktok_paid,campaign_10,adset_7,creative_32,92689,1903,103,359.46,999.75
ad_2023-11-09_meta_paid,2023-11-09,meta_paid,campaign_2,adset_35,creative_63,56494,746,60,697.79,1049.87
ad_2023-11-09_tiktok_paid,2023-11-09,tiktok_paid,campaign_20,adset_40,creative_39,38697,115,105,759.56,1899.27
ad_2023-11-10_meta_paid,2023-11-10,meta_paid,campaign_2,adset_4,creative_89,73438,1167,39,262.61,674.95
ad_2023-11-10_tiktok_paid,2023-11-10,tiktok_paid,campaign_17,adset_34,creative_75,65596,932,171,617.08,935.89
ad_2023-11-11_meta_paid,2023-11-11,meta_paid,campaign_18,adset_48,creative_89,62108,1538,189,251.07,337.5
ad_2023-11-11_tiktok_paid,2023-11-11,tiktok_paid,campaign_18,adset_30,creative_15,68249,123,178,762.1,1048.31
ad_2023-11-12_meta_paid,2023-11-12,meta_paid,campaign_17,adset_31,creative_83,60904,1155,119,849.83,1684.62
ad_2023-11-12_tiktok_paid,2023-11-12,tiktok_paid,campaign_4,adset_23,creative_99,50544,1900,126,598.26,826.96
