email_event_id,date,campaign_id,audience_size,sends,opens,clicks,conversions,revenue_attributed
email_20230613_862,2023-06-13,email_campaign_8,25912,38697,2682,362,42,2238.55
email_20230613_863,2023-06-13,email_campaign_1,15880,11191,2552,788,19,2634.14
email_20230613_864,2023-06-13,email_campaign_22,15302,7490,5404,133,71,2555.14
email_20230614_865,2023-06-14,email_campaign_39,22452,24446,6484,499,31,1633.22
email_20230614_866,2023-06-14,email_campaign_29,10773,22510,8839,315,53,3379.96
email_20230614_867,2023-06-14,email_campaign_29,35827,14338,8984,608,79,3848.82
email_20230614_868,2023-06-14,email_campaign_44,46863,15177,4217,563,90,4407.79
email_20230614_869,2023-06-14,email_campaign_4,21627,37222,3309,438,24,708.77
email_20230615_870,2023-06-15,email_campaign_43,6421,19658,7263,839,87,2513.5
email_20230615_871,2023-06-15,email_campaign_38,45301,25714,940,688,46,4063.47
email_20230615_872,2023-06-15,email_campaign_31,31395,41087,1410,503,84,602.03
email_20230616_873,2023-06-16,email_campaign_13,6230,30774,2246,621,24,2339.66
email_20230616_874,2023-06-16,email_campaign_4,46422,43992,1989,653,27,4942.88
email_20230616_875,2023-06-16,email_campaign_6,38250,8420,4204,119,10,1456.52
email_20230616_876,2023-06-16,email_campaign_22,21575,40052,2047,698,52,3961.64
email_20230616_877,2023-06-16,email_campaign_28,17762,28255,3843,554,62,4660.09
email_20230617_878,2023-06-17,email_campaign_5,8428,30640,1105,309,61,3788.58
email_20230617_879,2023-06-17,email_campaign_20,29135,9387,1794,887,73,1313.25
email_20230617_880,2023-06-17,email_campaign_39,22501,20210,7382,352,82,4698.81
email_20230618_881,2023-06-18,email_campaign_26,8831,18071,8871,402,79,1713.94
email_20230618_882,2023-06-18,email_campaign_48,23316,39508,4858,608,42,1477.48
email_20230619_883,2023-06-19,email_campaign_30,35725,4851,5338,131,89,2671.97
email_20230619_884,2023-06-19,email_campaign_38,17480,21368,7347,579,85,4621.59
email_20230619_885,2023-06-19,email_campaign_44,20532,39198,2317,423,9,975.75
email_20230619_886,2023-06-19,email_campaign_47,45570,27086,5656,749,76,2120.1
email_20230619_887,2023-06-19,email_campaign_32,27417,9465,7920,466,70,3363.91
email_20230620_888,2023-06-20,email_campaign_8,41168,27256,7728,494,51,3797.76
email_20230620_889,2023-06-20,email_campaign_14,8493,18697,1771,398,11,582.27
email_20230620_890,2023-06-20,email_campaign_13,36904,32930,7855,665,78,2408.44
email_20230621_891,2023-06-21,email_campaign_3,41144,37660,8257,667,33,3118.67
email_20230621_892,2023-06-21,email_campaign_7,17893,19381,4231,892,17,4275.87
email_20230621_893,2023-06-21,email_campaign_1,5478,33932,2254,661,87,2468.5
email_20230621_894,2023-06-21,email_campaign_33,43323,34123,2268,465,24,529.51
email_20230622_895,2023-06-22,email_campaign_33,47315,40468,3760,226,24,1647.88
email_20230622_896,2023-06-22,email_campaign_30,39121,18893,7484,795,82,4981.27
email_20230623_897,2023-06-23,email_campaign_20,32619,36716,5135,668,31,3126.16
email_20230623_898,2023-06-23,email_campaign_49,16534,34377,2246,305,43,2506.36
email_20230623_899,2023-06-23,email_campaign_5,13696,11275,2932,103,86,636.47
email_20230624_900,2023-06-24,email_campaign_19,49164,28986,5026,603,11,3089.45
email_20230624_901,2023-06-24,email_campaign_33,19676,16514,1134,551,53,1139.58
email_20230624_902,2023-06-24,email_campaign_34,8634,13113,2356,187,41,2673.85
email_20230625_903,2023-06-25,email_campaign_34,21566,35708,6037,615,33,2705.63
email_20230625_904,2023-06-25,email_campaign_11,44081,27709,6702,551,27,542.39
email_20230626_905,2023-06-26,email_campaign_40,20351,11184,3727,520,15,2682.1
email_20230626_906,2023-06-26,email_campaign_3,20117,21980,2744,213,19,2249.07
email_20230626_907,2023-06-26,email_campaign_43,44644,37695,6858,568,90,2210.41
email_20230626_908,2023-06-26,email_campaign_28,35829,9596,7588,388,73,2352.36
email_20230626_909,2023-06-26,email_campaign_43,12298,4184,1211,137,41,1201.85
email_20230627_910,2023-06-27,email_campaign_46,42252,7712,4710,421,79,4515.92
email_20230627_911,2023-06-27,email_campaign_5,49918,19527,938,523,44,3402.07
email_20230627_912,2023-06-27,email_campaign_23,9278,40014,7692,667,27,729.47
email_20230628_913,2023-06-28,email_campaign_42,22976,41418,8903,678,44,3265.79
email_20230628_914,2023-06-28,email_campaign_43,9932,34089,3664,361,30,3449.49
email_20230628_915,2023-06-28,email_campaign_11,5151,44009,8702,146,44,1569.81
email_20230628_916,2023-06-28,email_campaign_33,44539,21282,1256,164,17,1829.83
email_20230629_917,2023-06-29,email_campaign_47,43763,14731,7162,420,31,1907.88
email_20230629_918,2023-06-29,email_campaign_3,48583,24505,1076,156,22,2706.38
email_20230629_919,2023-06-29,email_campaign_38,26274,33622,7002,602,87,3369.13
email_20230630_920,2023-06-30,email_campaign_19,9839,43826,977,259,68,2065.27
email_20230630_921,2023-06-30,email_campaign_19,33799,15541,8512,515,80,2456.93
email_20230630_922,2023-06-30,email_campaign_33,30725,8043,4919,721,82,1882.49
email_20230630_923,2023-06-30,email_campaign_31,44371,36482,1655,344,48,3579.98
email_20230701_924,2023-07-01,email_campaign_48,34513,17766,2319,296,82,1412.66
email_20230701_925,2023-07-01,email_campaign_26,12842,26372,7180,179,45,4839.98
email_20230701_926,2023-07-01,email_campaign_46,12082,33016,7775,617,83,4449.82
email_20230702_927,2023-07-02,email_campaign_43,11263,25343,3749,762,76,843.99
email_20230702_928,2023-07-02,email_campaign_28,45388,38013,7413,417,81,1265.43
email_20230702_929,2023-07-02,email_campaign_36,25409,29854,3563,268,35,972.44
email_20230703_930,2023-07-03,email_campaign_45,48443,39501,1697,732,58,2105.52
email_20230703_931,2023-07-03,email_campaign_15,29584,31857,1748,867,26,3788.96
email_20230704_932,2023-07-04,email_campaign_3,7154,40043,1112,209,32,4087.78
email_20230704_933,2023-07-04,email_campaign_29,22126,30313,4449,627,44,862.17
email_20230705_934,2023-07-05,email_campaign_13,21669,32964,3212,684,22,1375.54
email_20230705_935,2023-07-05,email_campaign_48,28425,8649,3006,379,45,2567.57
email_20230706_936,2023-07-06,email_campaign_8,9427,36441,3583,859,60,604.13
email_20230706_937,2023-07-06,email_campaign_33,32928,8229,6144,160,80,3696.38
email_20230706_938,2023-07-06,email_campaign_48,41200,33199,1525,507,44,4106.34
email_20230706_939,2023-07-06,email_campaign_17,44064,17462,8703,196,55,912.22
email_20230706_940,2023-07-06,email_campaign_17,17846,10303,6620,516,71,1255.94
email_20230707_941,2023-07-07,email_campaign_28,14348,16770,8582,180,24,1785.51
email_20230707_942,2023-07-07,email_campaign_34,17819,9799,5400,864,26,1545.09
email_20230708_943,2023-07-08,email_campaign_2,21900,21032,6889,88,34,1253.8
email_20230708_944,2023-07-08,email_campaign_31,38669,24648,2390,379,81,4224.15
email_20230709_945,2023-07-09,email_campaign_38,11162,6676,3842,891,26,3559.21
email_20230709_946,2023-07-09,email_campaign_5,49438,6779,4515,487,66,749.95
email_20230709_947,2023-07-09,email_campaign_42,19968,21317,7292,681,45,3094.38
email_20230709_948,2023-07-09,email_campaign_22,49499,41696,1666,547,34,1869.08
email_20230709_949,2023-07-09,email_campaign_33,29995,25983,2695,554,42,3194.29
email_20230710_950,2023-07-10,email_campaign_2,21372,28794,3649,248,37,4328.79
email_20230710_951,2023-07-10,email_campaign_47,14562,21435,7996,357,15,4904.37
email_20230710_952,2023-07-10,email_campaign_37,11256,30033,4860,394,84,2266.55
email_20230711_953,2023-07-11,email_campaign_46,18919,42176,1959,222,73,4170.59
email_20230711_954,2023-07-11,email_campaign_48,14004,44238,8650,564,21,3753.26
email_20230711_955,2023-07-11,email_campaign_48,13560,26589,950,183,36,2233.71
email_20230711_956,2023-07-11,email_campaign_4,38877,12697,6839,696,38,1620.59
email_20230712_957,2023-07-12,email_campaign_21,44205,20426,8027,731,52,1301.73
email_20230712_958,2023-07-12,email_campaign_28,11578,42010,1738,873,8,1243.44
email_20230713_959,2023-07-13,email_campaign_26,23315,9129,8314,849,62,563.7
email_20230713_960,2023-07-13,email_campaign_16,9612,36718,1055,586,23,4750.39
email_20230713_961,2023-07-13,email_campaign_45,33347,20376,3209,568,30,3066.66
email_20230713_962,2023-07-13,email_campaign_6,9347,12824,1463,761,89,1497.76
email_20230713_963,2023-07-13,email_campaign_15,26753,27019,3807,227,35,1040.72
email_20230714_964,2023-07-14,email_campaign_10,30313,24700,7446,644,66,3793.2
email_20230714_965,2023-07-14,email_campaign_28,46802,13574,2822,271,29,1265.89
email_20230714_966,2023-07-14,email_campaign_5,22500,31024,6388,381,56,2309.92
email_20230714_967,2023-07-14,email_campaign_1,24883,35578,3682,515,75,3979.99
email_20230715_968,2023-07-15,email_campaign_27,38525,39400,3593,221,65,2535.36
email_20230715_969,2023-07-15,email_campaign_18,43264,6323,8854,863,70,1235.91
email_20230715_970,2023-07-15,email_campaign_12,19799,11863,7985,883,72,898.85
email_20230716_971,2023-07-16,email_campaign_33,5452,20829,7732,557,12,3360.06
email_20230716_972,2023-07-16,email_campaign_43,8580,22183,5036,90,35,4817.9
email_20230716_973,2023-07-16,email_campaign_49,31232,29223,5376,865,74,1989.79
email_20230717_974,2023-07-17,email_campaign_17,43080,24179,5249,322,41,1302.49
email_20230717_975,2023-07-17,email_campaign_11,35625,37832,8635,746,78,2050.78
email_20230717_976,2023-07-17,email_campaign_29,10225,26935,7105,835,43,3431.16
email_20230717_977,2023-07-17,email_campaign_43,23734,16970,4325,869,41,2383.35
email_20230717_978,2023-07-17,email_campaign_2,10720,23534,6280,542,34,4814.11
email_20230718_979,2023-07-18,email_campaign_2,11681,14219,4379,604,85,1009.46
email_20230718_980,2023-07-18,email_campaign_36,33915,41139,2326,585,58,1751.53
email_20230718_981,2023-07-18,email_campaign_41,27711,21543,8953,219,57,3068.47
email_20230718_982,2023-07-18,email_campaign_27,9948,14889,5331,338,84,3449.73
email_20230718_983,2023-07-18,email_campaign_25,46014,22958,3273,549,37,1243.49
email_20230719_984,2023-07-19,email_campaign_29,38541,35015,5014,816,68,1523.63
email_20230719_985,2023-07-19,email_campaign_14,35861,11183,6974,559,13,4688.06
email_20230719_986,2023-07-19,email_campaign_30,7626,35817,7970,885,68,3835.53
email_20230719_987,2023-07-19,email_campaign_10,34024,5720,3856,775,59,3628.53
email_20230720_988,2023-07-20,email_campaign_4,21407,27150,3423,323,32,4479.72
email_20230720_989,2023-07-20,email_campaign_28,20857,44013,6938,822,53,3296.05
email_20230720_990,2023-07-20,email_campaign_31,18063,30708,2262,630,86,1570.7
email_20230720_991,2023-07-20,email_campaign_29,39747,19851,815,487,16,851.41
email_20230720_992,2023-07-20,email_campaign_34,31595,28778,7027,703,29,2667.73
email_20230721_993,2023-07-21,email_campaign_9,43511,32444,5790,641,53,2223.78
email_20230721_994,2023-07-21,email_campaign_45,14680,16841,4103,811,65,3894.87
email_20230722_995,2023-07-22,email_campaign_14,17907,24685,2933,631,67,4427.0
email_20230722_996,2023-07-22,email_campaign_5,27386,4775,8880,300,25,3709.8
email_20230722_997,2023-07-22,email_campaign_39,19920,38382,3989,165,76,4338.69
email_20230722_998,2023-07-22,email_campaign_37,49637,20753,7718,294,86,1938.75
email_20230722_999,2023-07-22,email_campaign_23,10373,26498,5137,108,25,2853.77
email_20230723_1000,2023-07-23,email_campaign_7,5303,36049,4761,749,85,4339.97
email_20230723_1001,2023-07-23,email_campaign_38,11283,26597,6665,788,19,1995.55
email_20230724_1002,2023-07-24,email_campaign_39,24520,24149,4703,870,55,2789.08
email_20230724_1003,2023-07-24,email_campaign_17,47589,24970,8817,780,15,1676.4
email_20230724_1004,2023-07-24,email_campaign_48,11891,14760,6779,610,15,1571.94
email_20230724_1005,2023-07-24,email_campaign_34,48115,33850,8876,618,40,3154.79
email_20230725_1006,2023-07-25,email_campaign_31,47921,22832,5297,322,81,1453.7
email_20230725_1007,2023-07-25,email_campaign_18,28120,7094,6182,594,63,3620.66
email_20230725_1008,2023-07-25,email_campaign_13,10250,20701,1733,418,26,3639.33
email_20230725_1009,2023-07-25,email_campaign_8,46897,12744,7955,761,90,4639.23
email_20230726_1010,2023-07-26,email_campaign_49,9439,15194,7726,111,87,731.77
email_20230726_1011,2023-07-26,email_campaign_5,28798,17979,8195,493,32,1677.33
email_20230727_1012,2023-07-27,email_campaign_10,48477,24282,8253,385,71,4162.15
email_20230727_1013,2023-07-27,email_campaign_44,42726,27077,7549,449,35,1386.5
email_20230728_1014,2023-07-28,email_campaign_10,40298,39764,2621,718,83,1832.78
email_20230728_1015,2023-07-28,email_campaign_37,48123,4123,7144,305,89,3898.57
email_20230728_1016,2023-07-28,email_campaign_38,49791,24767,2677,502,20,4897.69
email_20230728_1017,2023-07-28,email_campaign_18,10830,36589,1962,594,76,3565.35
email_20230729_1018,2023-07-29,email_campaign_5,42713,9911,2071,876,71,3794.08
email_20230729_1019,2023-07-29,email_campaign_6,9570,11003,3089,869,43,3801.95
email_20230729_1020,2023-07-29,email_campaign_3,11717,9479,3632,783,16,4536.82
email_20230729_1021,2023-07-29,email_campaign_27,15578,19996,8061,840,45,3588.48
email_20230730_1022,2023-07-30,email_campaign_3,15073,30691,4383,116,90,3872.68
email_20230730_1023,2023-07-30,email_campaign_38,18920,21230,5733,859,8,1927.06
email_20230730_1024,2023-07-30,email_campaign_46,39596,41666,2267,786,35,3872.0
email_20230730_1025,2023-07-30,email_campaign_28,49383,6553,8454,359,50,4205.7
email_20230731_1026,2023-07-31,email_campaign_42,10106,10695,7052,248,28,709.75
email_20230731_1027,2023-07-31,email_campaign_1,14550,33211,2780,306,83,3238.09
email_20230731_1028,2023-07-31,email_campaign_40,9939,38816,8959,411,54,2813.65
email_20230801_1029,2023-08-01,email_campaign_1,16367,21054,7472,795,55,1638.18
email_20230801_1030,2023-08-01,email_campaign_25,49063,10921,2812,405,50,4977.45
email_20230801_1031,2023-08-01,email_campaign_31,30172,9685,5100,290,26,1220.39
email_20230802_1032,2023-08-02,email_campaign_37,16052,36231,7578,448,24,3308.64
email_20230802_1033,2023-08-02,email_campaign_9,18868,35791,4178,328,51,682.05
email_20230803_1034,2023-08-03,email_campaign_9,45534,28230,1524,155,74,2897.73
email_20230803_1035,2023-08-03,email_campaign_38,19768,38736,1206,332,55,827.3
email_20230804_1036,2023-08-04,email_campaign_31,21969,6451,4192,246,43,4266.23
email_20230804_1037,2023-08-04,email_campaign_7,6621,42709,833,113,23,3651.37
email_20230805_1038,2023-08-05,email_campaign_38,36198,21873,6590,417,12,4950.91
email_20230805_1039,2023-08-05,email_campaign_18,15017,15637,4002,685,33,1566.27
email_20230805_1040,2023-08-05,email_campaign_7,15678,12142,8776,486,69,2082.82
email_20230805_1041,2023-08-05,email_campaign_18,15586,14437,2425,422,52,4027.83
email_20230805_1042,2023-08-05,email_campaign_20,14259,6232,4454,293,15,3147.95
email_20230806_1043,2023-08-06,email_campaign_37,23612,7091,4274,477,34,4288.03
email_20230806_1044,2023-08-06,email_campaign_23,36028,9834,2267,797,69,848.25
email_20230806_1045,2023-08-06,email_campaign_24,23014,19136,1053,875,43,2222.54
email_20230807_1046,2023-08-07,email_campaign_30,33806,44579,4815,450,37,3885.23
email_20230807_1047,2023-08-07,email_campaign_43,23811,36665,7068,268,40,3346.44
email_20230807_1048,2023-08-07,email_campaign_1,33746,32678,2985,722,16,2090.19
email_20230807_1049,2023-08-07,email_campaign_3,10848,38170,8066,860,9,1547.52
email_20230808_1050,2023-08-08,email_campaign_41,25324,40947,971,849,40,858.53
email_20230808_1051,2023-08-08,email_campaign_15,17775,4444,4768,836,73,1218.06
email_20230809_1052,2023-08-09,email_campaign_44,11342,11229,7937,583,55,2804.49
email_20230809_1053,2023-08-09,email_campaign_24,10832,12943,2631,502,35,1885.31
email_20230809_1054,2023-08-09,email_campaign_12,29766,13489,7372,237,34,3863.18
email_20230809_1055,2023-08-09,email_campaign_1,49369,10031,1327,163,12,881.28
email_20230810_1056,2023-08-10,email_campaign_27,19361,15852,1340,438,74,4504.28
email_20230810_1057,2023-08-10,email_campaign_40,6948,14560,6263,350,84,4538.76
email_20230810_1058,2023-08-10,email_campaign_30,10742,26729,6027,523,65,1922.14
email_20230810_1059,2023-08-10,email_campaign_21,25749,30527,2296,556,43,4606.87
email_20230811_1060,2023-08-11,email_campaign_17,25394,44229,6240,298,85,3717.24
email_20230811_1061,2023-08-11,email_campaign_12,31195,18506,5492,410,90,1893.76
email_20230811_1062,2023-08-11,email_campaign_39,43570,17509,5013,879,42,3547.71
email_20230811_1063,2023-08-11,email_campaign_17,6676,29511,2306,451,14,1754.91
email_20230812_1064,2023-08-12,email_campaign_40,27834,44713,2352,679,64,4503.94
email_20230812_1065,2023-08-12,email_campaign_41,31704,42789,8727,752,80,3180.66
email_20230813_1066,2023-08-13,email_campaign_23,21468,29526,2289,722,9,2263.0
email_20230813_1067,2023-08-13,email_campaign_27,19440,9189,2120,772,27,4900.24
email_20230813_1068,2023-08-13,email_campaign_24,7695,14035,5382,573,18,1875.59
email_20230813_1069,2023-08-13,email_campaign_41,11963,27124,2848,818,62,1611.31
email_20230813_1070,2023-08-13,email_campaign_45,22279,9163,4438,381,65,4992.35
email_20230814_1071,2023-08-14,email_campaign_6,17705,5715,4210,699,61,536.06
email_20230814_1072,2023-08-14,email_campaign_6,24047,43828,6994,771,60,1607.88
email_20230815_1073,2023-08-15,email_campaign_5,37163,34565,8056,129,38,1862.27
email_20230815_1074,2023-08-15,email_campaign_7,31328,30831,4065,305,77,3470.73
email_20230815_1075,2023-08-15,email_campaign_45,16755,7223,6280,600,41,4673.27
email_20230815_1076,2023-08-15,email_campaign_9,37269,4063,8888,318,69,4526.52
email_20230815_1077,2023-08-15,email_campaign_42,20594,11331,3675,429,62,761.31
email_20230816_1078,2023-08-16,email_campaign_3,12524,10454,2553,239,61,3808.93
email_20230816_1079,2023-08-16,email_campaign_18,45749,24858,7704,565,88,1240.16
email_20230816_1080,2023-08-16,email_campaign_13,31739,44979,4052,635,63,2937.01
email_20230817_1081,2023-08-17,email_campaign_29,6165,23588,5892,608,14,4307.01
email_20230817_1082,2023-08-17,email_campaign_32,38853,23970,5404,519,81,766.64
email_20230817_1083,2023-08-17,email_campaign_27,17833,38420,8288,228,70,4805.7
email_20230817_1084,2023-08-17,email_campaign_43,39121,37508,7092,837,13,2445.6
email_20230818_1085,2023-08-18,email_campaign_16,12899,10366,6237,117,83,4186.55
email_20230818_1086,2023-08-18,email_campaign_32,28935,20547,4726,235,76,4154.76
email_20230818_1087,2023-08-18,email_campaign_21,14123,4085,8227,191,61,870.47
email_20230818_1088,2023-08-18,email_campaign_37,48153,25626,8750,430,88,917.18
email_20230818_1089,2023-08-18,email_campaign_47,31972,39665,4589,123,75,4143.52
email_20230819_1090,2023-08-19,email_campaign_13,45099,17319,8413,311,56,3998.31
email_20230819_1091,2023-08-19,email_campaign_48,34274,38269,8329,429,52,3090.56
email_20230819_1092,2023-08-19,email_campaign_44,31025,4313,5916,242,59,3040.16
email_20230819_1093,2023-08-19,email_campaign_7,42194,36353,1736,385,30,4503.78
email_20230819_1094,2023-08-19,email_campaign_29,23947,43429,3514,900,69,2728.77
email_20230820_1095,2023-08-20,email_campaign_23,15451,27981,4935,852,30,858.13
email_20230820_1096,2023-08-20,email_campaign_17,49625,13937,8049,208,86,4821.16
email_20230820_1097,2023-08-20,email_campaign_22,16195,29826,8414,658,73,808.97
email_20230820_1098,2023-08-20,email_campaign_24,33840,16318,4087,713,64,2684.1
email_20230820_1099,2023-08-20,email_campaign_32,9558,41522,1980,267,29,2849.26
email_20230821_1100,2023-08-21,email_campaign_30,24642,20947,2931,571,13,4869.55
email_20230821_1101,2023-08-21,email_campaign_19,19128,26349,7459,818,51,2172.37
email_20230822_1102,2023-08-22,email_campaign_4,12122,43390,2288,665,45,2844.21
email_20230822_1103,2023-08-22,email_campaign_24,34873,18767,6315,592,83,1615.14
email_20230822_1104,2023-08-22,email_campaign_34,13770,36379,5744,387,21,4810.22
email_20230822_1105,2023-08-22,email_campaign_47,31763,29539,1960,803,29,4610.59
email_20230822_1106,2023-08-22,email_campaign_42,37815,28691,4220,479,27,2417.74
email_20230823_1107,2023-08-23,email_campaign_15,10750,37492,3266,444,60,4940.58
email_20230823_1108,2023-08-23,email_campaign_28,8128,13532,7500,153,79,4270.85
email_20230823_1109,2023-08-23,email_campaign_28,14695,21217,6360,615,10,2710.57
email_20230823_1110,2023-08-23,email_campaign_25,39202,43913,5796,768,70,4738.96
email_20230823_1111,2023-08-23,email_campaign_13,27357,32233,3956,475,50,1785.08
email_20230824_1112,2023-08-24,email_campaign_4,5642,16429,7170,731,88,820.19
email_20230824_1113,2023-08-24,email_campaign_31,31228,18485,4630,260,70,4947.44
email_20230824_1114,2023-08-24,email_campaign_28,25827,10273,4675,248,55,724.38
email_20230824_1115,2023-08-24,email_campaign_17,19041,37496,855,456,79,3469.24
email_20230825_1116,2023-08-25,email_campaign_15,42782,9335,7740,535,14,1336.35
email_20230825_1117,2023-08-25,email_campaign_21,17056,37529,3936,114,36,4406.61
email_20230825_1118,2023-08-25,email_campaign_48,44298,22332,4756,858,29,2058.18
email_20230826_1119,2023-08-26,email_campaign_30,44463,13891,3917,692,47,4040.16
email_20230826_1120,2023-08-26,email_campaign_18,42823,32412,3204,536,61,1829.94
email_20230826_1121,2023-08-26,email_campaign_34,26588,5667,4696,818,79,2368.88
email_20230826_1122,2023-08-26,email_campaign_2,31266,22349,5886,805,41,1079.66
email_20230826_1123,2023-08-26,email_campaign_32,29932,39201,8987,855,56,3239.27
email_20230827_1124,2023-08-27,email_campaign_47,26719,34796,7761,770,29,2157.39
email_20230827_1125,2023-08-27,email_campaign_36,26589,39413,8347,613,23,2726.25
email_20230827_1126,2023-08-27,email_campaign_48,19914,18880,2770,552,57,2728.28
email_20230828_1127,2023-08-28,email_campaign_17,27355,25550,3247,161,69,4182.5
email_20230828_1128,2023-08-28,email_campaign_12,22425,30587,1907,155,68,4563.1
email_20230828_1129,2023-08-28,email_campaign_42,30967,34286,3075,666,45,1573.8
email_20230828_1130,2023-08-28,email_campaign_19,6333,20181,7752,236,27,2286.85
email_20230828_1131,2023-08-28,email_campaign_1,40459,39488,8627,517,72,3429.99
email_20230829_1132,2023-08-29,email_campaign_11,24029,44637,8300,368,20,3891.58
email_20230829_1133,2023-08-29,email_campaign_44,9804,43339,8982,414,88,4546.87
email_20230830_1134,2023-08-30,email_campaign_29,44925,36803,8424,702,39,3426.3
email_20230830_1135,2023-08-30,email_campaign_34,41831,6289,5922,706,36,3340.72
email_20230831_1136,2023-08-31,email_campaign_7,26977,5840,1068,459,69,4953.53
email_20230831_1137,2023-08-31,email_campaign_7,48209,39854,5042,469,32,2275.42
email_20230831_1138,2023-08-31,email_campaign_19,26007,11722,6132,85,88,3777.15
email_20230831_1139,2023-08-31,email_campaign_2,17522,27076,5841,518,35,1042.76
email_20230831_1140,2023-08-31,email_campaign_36,27416,21995,8499,553,53,3777.85
email_20230901_1141,2023-09-01,email_campaign_18,12496,4654,4356,198,43,939.51
email_20230901_1142,2023-09-01,email_campaign_21,19126,26425,8602,98,15,3441.89
email_20230902_1143,2023-09-02,email_campaign_33,38319,6793,5191,342,21,2311.65
email_20230902_1144,2023-09-02,email_campaign_35,20896,32902,2662,377,8,4134.32
email_20230902_1145,2023-09-02,email_campaign_33,42297,22982,7878,878,16,2051.79
email_20230902_1146,2023-09-02,email_campaign_35,36910,15130,8236,141,67,2879.69
email_20230902_1147,2023-09-02,email_campaign_5,20484,10923,5129,97,89,3783.53
email_20230903_1148,2023-09-03,email_campaign_32,25901,17040,962,125,84,546.51
email_20230903_1149,2023-09-03,email_campaign_22,26646,34313,7896,892,42,1764.93
email_20230903_1150,2023-09-03,email_campaign_11,35652,18593,4729,153,67,3741.9
email_20230903_1151,2023-09-03,email_campaign_27,16989,5560,7770,244,83,4569.43
email_20230904_1152,2023-09-04,email_campaign_42,18466,14993,3978,851,41,2423.32
email_20230904_1153,2023-09-04,email_campaign_38,7125,26264,3628,634,20,4965.38
email_20230904_1154,2023-09-04,email_campaign_19,27551,20542,6917,398,51,4531.22
email_20230904_1155,2023-09-04,email_campaign_34,41615,14622,8428,615,24,4710.04
email_20230904_1156,2023-09-04,email_campaign_30,15102,17106,1608,840,26,4103.28
email_20230905_1157,2023-09-05,email_campaign_20,36606,13905,6493,674,86,502.85
email_20230905_1158,2023-09-05,email_campaign_23,11399,6602,6465,780,30,1634.78
email_20230905_1159,2023-09-05,email_campaign_35,36631,37373,1682,559,48,3091.07
email_20230906_1160,2023-09-06,email_campaign_6,11161,20387,3642,146,71,513.06
email_20230906_1161,2023-09-06,email_campaign_31,19422,17474,5982,152,13,4076.75
email_20230906_1162,2023-09-06,email_campaign_15,7337,35642,8849,721,57,1613.25
email_20230906_1163,2023-09-06,email_campaign_48,32263,13824,7226,229,81,3332.82
email_20230907_1164,2023-09-07,email_campaign_26,33562,20320,6990,688,30,3932.45
email_20230907_1165,2023-09-07,email_campaign_40,21842,17040,6568,667,42,2015.47
email_20230907_1166,2023-09-07,email_campaign_14,47704,27768,2496,530,33,2029.06
email_20230908_1167,2023-09-08,email_campaign_23,14643,13992,5580,261,61,2289.51
email_20230908_1168,2023-09-08,email_campaign_17,25069,11676,8751,768,41,2733.21
email_20230909_1169,2023-09-09,email_campaign_29,29706,12205,7900,174,56,2861.0
email_20230909_1170,2023-09-09,email_campaign_14,22633,22292,8550,717,87,4004.45
email_20230910_1171,2023-09-10,email_campaign_46,33820,32424,7239,670,79,604.71
email_20230910_1172,2023-09-10,email_campaign_16,47256,14277,5158,751,48,2025.2
email_20230911_1173,2023-09-11,email_campaign_30,32951,14458,5306,371,82,2739.76
email_20230911_1174,2023-09-11,email_campaign_2,21633,37089,1363,666,64,578.02
email_20230911_1175,2023-09-11,email_campaign_2,32769,42680,5541,453,62,2477.1
email_20230911_1176,2023-09-11,email_campaign_50,12382,33551,4531,856,26,2126.04
email_20230912_1177,2023-09-12,email_campaign_36,18621,10915,5975,280,23,3035.05
email_20230912_1178,2023-09-12,email_campaign_33,6409,28475,2354,505,13,4870.14
email_20230912_1179,2023-09-12,email_campaign_46,24802,28284,1011,539,53,3386.91
email_20230913_1180,2023-09-13,email_campaign_18,32069,5317,3216,378,54,633.29
email_20230913_1181,2023-09-13,email_campaign_15,28215,11543,8903,813,71,2836.1
email_20230913_1182,2023-09-13,email_campaign_45,43363,41877,905,428,41,2980.55
email_20230914_1183,2023-09-14,email_campaign_21,43613,39912,4345,254,86,1300.74
email_20230914_1184,2023-09-14,email_campaign_34,29182,22364,1433,129,19,1949.8
email_20230914_1185,2023-09-14,email_campaign_20,6762,37340,8385,770,12,911.39
email_20230914_1186,2023-09-14,email_campaign_49,42104,18590,1063,761,44,2165.35
email_20230915_1187,2023-09-15,email_campaign_5,12997,10847,4466,697,70,3487.71
email_20230915_1188,2023-09-15,email_campaign_31,32687,20643,6487,442,26,2959.82
email_20230915_1189,2023-09-15,email_campaign_26,14268,23599,6751,354,81,4216.12
email_20230915_1190,2023-09-15,email_campaign_9,24383,23509,6416,765,24,1890.08
email_20230916_1191,2023-09-16,email_campaign_6,19273,10108,2739,592,88,1064.16
email_20230916_1192,2023-09-16,email_campaign_5,5045,33844,3377,721,78,4697.74
email_20230916_1193,2023-09-16,email_campaign_40,43235,5349,6355,411,47,2784.8
email_20230916_1194,2023-09-16,email_campaign_40,23857,21260,2064,100,43,1843.53
email_20230916_1195,2023-09-16,email_campaign_1,36096,37905,8242,451,15,3872.51
email_20230917_1196,2023-09-17,email_campaign_47,6876,27418,1933,547,73,1942.71
email_20230917_1197,2023-09-17,email_campaign_15,31873,5871,3385,397,89,1641.85
