return_id,order_line_id,product_id,return_reason,return_timestamp,refund_amount
return_0005686,order_026691_2,prod_402,Late Delivery,2023-11-09 16:15:00+00:00,111.54
return_0005687,order_026695_2,prod_035,Wrong Size,2023-11-25 18:18:00+00:00,160.47
return_0005688,order_026696_1,prod_175,Late Delivery,2023-11-26 08:47:00+00:00,9.09
return_0005689,order_026697_2,prod_032,Late Delivery,2023-12-01 16:26:00+00:00,292.0
return_0005690,order_026700_2,prod_520,Wrong Size,2023-11-09 10:15:00+00:00,9.77
return_0005691,order_026705_1,prod_314,Changed Mind,2023-11-13 21:11:00+00:00,98.42
return_0005692,order_026708_3,prod_327,Changed Mind,2023-11-19 19:46:00+00:00,28.87
return_0005693,order_026709_3,prod_247,Late Delivery,2023-11-10 14:01:00+00:00,115.52
return_0005694,order_026710_1,prod_351,Changed Mind,2023-11-26 14:12:00+00:00,151.6
return_0005695,order_026713_1,prod_368,Not as Described,2023-11-16 09:18:00+00:00,64.91
return_0005696,order_026716_1,prod_467,Defective,2023-11-28 09:59:00+00:00,16.03
return_0005697,order_026718_1,prod_281,Not as Described,2023-11-11 13:25:00+00:00,97.96
return_0005698,order_026727_3,prod_339,Late Delivery,2023-11-14 08:18:00+00:00,5.3
return_0005699,order_026732_3,prod_485,Defective,2023-11-23 09:00:00+00:00,5.01
return_0005700,order_026742_2,prod_042,Changed Mind,2023-11-29 12:52:00+00:00,54.96
return_0005701,order_026744_2,prod_228,Wrong Size,2023-11-13 21:17:00+00:00,63.02
return_0005702,order_026757_2,prod_202,Wrong Size,2023-11-20 09:38:00+00:00,38.7
return_0005703,order_026762_3,prod_387,Defective,2023-11-07 18:01:00+00:00,56.42
return_0005704,order_026764_1,prod_016,Defective,2023-11-27 19:17:00+00:00,56.92
return_0005705,order_026768_1,prod_321,Changed Mind,2023-11-07 14:12:00+00:00,11.7
return_0005706,order_026770_1,prod_439,Late Delivery,2023-11-26 10:32:00+00:00,37.56
return_0005707,order_026771_2,prod_355,Changed Mind,2023-11-06 20:46:00+00:00,70.05
return_0005708,order_026783_3,prod_025,Wrong Size,2023-11-27 21:36:00+00:00,51.09
return_0005709,order_026785_2,prod_068,Wrong Size,2023-11-11 22:47:00+00:00,123.78
return_0005710,order_026803_3,prod_459,Defective,2023-11-06 11:34:00+00:00,61.77
return_0005711,order_026820_2,prod_034,Wrong Size,2023-11-28 20:18:00+00:00,23.15
return_0005712,order_026825_4,prod_052,Defective,2023-11-14 16:04:00+00:00,34.13
return_0005713,order_026827_1,prod_352,Late Delivery,2023-12-05 18:09:00+00:00,35.32
return_0005714,order_026827_2,prod_400,Not as Described,2023-11-26 10:54:00+00:00,29.12
return_0005715,order_026827_3,prod_055,Defective,2023-12-02 18:42:00+00:00,39.41
return_0005716,order_026834_2,prod_537,Changed Mind,2023-11-21 11:32:00+00:00,20.78
return_0005717,order_026838_3,prod_503,Defective,2023-11-08 15:40:00+00:00,44.16
return_0005718,order_026840_2,prod_295,Late Delivery,2023-12-05 11:15:00+00:00,25.8
return_0005719,order_026840_4,prod_225,Defective,2023-11-30 13:19:00+00:00,30.26
return_0005720,order_026848_4,prod_025,Wrong Size,2023-11-21 17:36:00+00:00,46.7
return_0005721,order_026856_3,prod_124,Late Delivery,2023-12-02 20:34:00+00:00,36.35
return_0005722,order_026860_2,prod_024,Not as Described,2023-11-27 09:20:00+00:00,45.85
return_0005723,order_026862_1,prod_168,Wrong Size,2023-12-03 10:21:00+00:00,6.16
return_0005724,order_026866_1,prod_024,Defective,2023-11-14 16:19:00+00:00,23.56
return_0005725,order_026868_1,prod_176,Changed Mind,2023-11-10 12:15:00+00:00,19.84
return_0005726,order_026875_1,prod_588,Not as Described,2023-11-28 15:45:00+00:00,41.42
return_0005727,order_026883_2,prod_090,Not as Described,2023-12-02 19:23:00+00:00,30.96
return_0005728,order_026903_1,prod_425,Wrong Size,2023-11-16 19:14:00+00:00,46.47
return_0005729,order_026908_4,prod_264,Changed Mind,2023-12-04 20:24:00+00:00,20.66
return_0005730,order_026922_1,prod_296,Not as Described,2023-11-28 08:56:00+00:00,12.29
return_0005731,order_026923_1,prod_320,Wrong Size,2023-11-15 21:19:00+00:00,83.32
return_0005732,order_026940_3,prod_361,Late Delivery,2023-11-11 17:50:00+00:00,3.79
return_0005733,order_026942_2,prod_519,Wrong Size,2023-12-06 19:58:00+00:00,7.77
return_0005734,order_026946_1,prod_120,Late Delivery,2023-11-30 20:50:00+00:00,39.72
return_0005735,order_026948_2,prod_039,Changed Mind,2023-12-07 20:40:00+00:00,6.61
return_0005736,order_026949_1,prod_253,Not as Described,2023-11-24 16:02:00+00:00,139.87
return_0005737,order_026957_1,prod_474,Defective,2023-11-19 12:31:00+00:00,8.73
return_0005738,order_026958_2,prod_475,Defective,2023-11-15 08:18:00+00:00,33.91
return_0005739,order_026963_2,prod_288,Not as Described,2023-11-08 14:44:00+00:00,24.54
return_0005740,order_026963_3,prod_140,Changed Mind,2023-11-28 21:08:00+00:00,6.34
return_0005741,order_026969_3,prod_110,Changed Mind,2023-11-21 18:01:00+00:00,12.45
return_0005742,order_026971_1,prod_569,Late Delivery,2023-11-30 10:04:00+00:00,62.19
return_0005743,order_026973_1,prod_314,Changed Mind,2023-11-13 09:53:00+00:00,97.79
return_0005744,order_026973_3,prod_232,Late Delivery,2023-11-17 19:54:00+00:00,16.79
return_0005745,order_026974_1,prod_396,Late Delivery,2023-11-26 08:11:00+00:00,14.77
return_0005746,order_026975_4,prod_018,Changed Mind,2023-11-13 19:04:00+00:00,18.69
return_0005747,order_026979_2,prod_268,Defective,2023-11-24 20:07:00+00:00,11.8
return_0005748,order_026986_5,prod_108,Not as Described,2023-11-15 17:15:00+00:00,19.47
return_0005749,order_026991_4,prod_435,Changed Mind,2023-11-24 17:58:00+00:00,70.45
return_0005750,order_026994_3,prod_365,Wrong Size,2023-12-01 09:14:00+00:00,11.63
return_0005751,order_026999_2,prod_600,Late Delivery,2023-11-21 13:05:00+00:00,10.53
return_0005752,order_027003_1,prod_253,Changed Mind,2023-12-06 17:29:00+00:00,50.39
return_0005753,order_027003_4,prod_265,Not as Described,2023-11-15 12:54:00+00:00,164.8
return_0005754,order_027004_2,prod_373,Changed Mind,2023-12-03 12:03:00+00:00,100.23
return_0005755,order_027006_4,prod_351,Defective,2023-11-19 22:18:00+00:00,55.31
return_0005756,order_027015_1,prod_471,Defective,2023-12-06 15:54:00+00:00,97.68
return_0005757,order_027017_2,prod_410,Wrong Size,2023-11-25 20:31:00+00:00,59.86
return_0005758,order_027025_3,prod_333,Wrong Size,2023-11-29 22:59:00+00:00,100.8
return_0005759,order_027030_3,prod_535,Defective,2023-11-16 10:55:00+00:00,77.8
return_0005760,order_027033_2,prod_446,Changed Mind,2023-11-09 21:41:00+00:00,5.73
return_0005761,order_027038_1,prod_045,Not as Described,2023-11-14 10:28:00+00:00,8.8
return_0005762,order_027042_1,prod_126,Defective,2023-11-11 16:18:00+00:00,13.8
return_0005763,order_027045_1,prod_045,Wrong Size,2023-11-22 17:14:00+00:00,15.55
return_0005764,order_027050_2,prod_076,Wrong Size,2023-12-08 17:19:00+00:00,18.75
return_0005765,order_027053_2,prod_351,Defective,2023-11-16 18:25:00+00:00,85.14
return_0005766,order_027059_1,prod_131,Late Delivery,2023-12-09 13:14:00+00:00,45.95
return_0005767,order_027064_2,prod_074,Wrong Size,2023-12-09 12:51:00+00:00,10.01
return_0005768,order_027069_1,prod_576,Wrong Size,2023-11-18 14:44:00+00:00,141.57
return_0005769,order_027075_3,prod_066,Changed Mind,2023-11-10 19:38:00+00:00,107.0
return_0005770,order_027089_3,prod_030,Not as Described,2023-11-22 10:37:00+00:00,20.03
return_0005771,order_027092_3,prod_069,Late Delivery,2023-12-05 14:17:00+00:00,127.64
return_0005772,order_027097_3,prod_182,Late Delivery,2023-12-09 08:48:00+00:00,25.0
return_0005773,order_027101_2,prod_466,Not as Described,2023-12-01 10:53:00+00:00,86.73
return_0005774,order_027111_2,prod_573,Defective,2023-12-01 13:45:00+00:00,31.36
return_0005775,order_027113_1,prod_204,Defective,2023-12-05 16:12:00+00:00,69.94
return_0005776,order_027121_2,prod_116,Defective,2023-11-15 18:04:00+00:00,11.61
return_0005777,order_027124_2,prod_365,Late Delivery,2023-11-22 11:15:00+00:00,33.43
return_0005778,order_027128_2,prod_193,Changed Mind,2023-12-08 20:30:00+00:00,90.26
return_0005779,order_027129_1,prod_582,Wrong Size,2023-12-03 21:35:00+00:00,46.08
return_0005780,order_027131_4,prod_372,Wrong Size,2023-11-25 09:24:00+00:00,41.9
return_0005781,order_027147_1,prod_550,Changed Mind,2023-11-28 11:13:00+00:00,19.65
return_0005782,order_027153_1,prod_093,Late Delivery,2023-11-13 21:44:00+00:00,37.09
return_0005783,order_027155_3,prod_177,Changed Mind,2023-11-15 16:15:00+00:00,16.59
return_0005784,order_027161_4,prod_019,Defective,2023-11-25 22:17:00+00:00,9.86
return_0005785,order_027174_1,prod_257,Not as Described,2023-12-06 09:09:00+00:00,260.46
return_0005786,order_027174_2,prod_381,Late Delivery,2023-11-15 09:55:00+00:00,38.43
return_0005787,order_027177_4,prod_450,Defective,2023-12-08 13:53:00+00:00,18.81
return_0005788,order_027190_1,prod_101,Defective,2023-12-10 14:39:00+00:00,14.61
return_0005789,order_027190_5,prod_383,Not as Described,2023-11-20 21:30:00+00:00,20.38
return_0005790,order_027200_3,prod_485,Late Delivery,2023-12-05 16:19:00+00:00,62.1
return_0005791,order_027204_2,prod_547,Wrong Size,2023-11-24 22:22:00+00:00,14.92
return_0005792,order_027211_1,prod_552,Not as Described,2023-11-24 12:41:00+00:00,29.75
return_0005793,order_027219_5,prod_119,Wrong Size,2023-11-25 11:11:00+00:00,35.64
return_0005794,order_027247_3,prod_175,Defective,2023-12-10 11:00:00+00:00,94.09
return_0005795,order_027249_4,prod_272,Late Delivery,2023-11-24 10:26:00+00:00,40.35
return_0005796,order_027254_1,prod_372,Not as Described,2023-12-01 08:35:00+00:00,108.38
return_0005797,order_027254_3,prod_383,Late Delivery,2023-12-08 10:57:00+00:00,94.84
return_0005798,order_027258_1,prod_419,Wrong Size,2023-11-24 18:05:00+00:00,72.88
return_0005799,order_027258_2,prod_447,Defective,2023-11-19 14:55:00+00:00,10.91
return_0005800,order_027281_3,prod_034,Changed Mind,2023-11-14 08:29:00+00:00,34.97
return_0005801,order_027282_1,prod_019,Not as Described,2023-11-16 14:06:00+00:00,9.81
return_0005802,order_027287_3,prod_592,Changed Mind,2023-12-05 14:36:00+00:00,48.61
return_0005803,order_027289_3,prod_286,Defective,2023-11-18 10:31:00+00:00,43.47
return_0005804,order_027293_2,prod_472,Defective,2023-11-25 21:56:00+00:00,17.47
return_0005805,order_027296_2,prod_392,Wrong Size,2023-11-14 09:09:00+00:00,24.5
return_0005806,order_027297_1,prod_304,Late Delivery,2023-11-27 13:37:00+00:00,14.31
return_0005807,order_027303_1,prod_290,Defective,2023-12-02 22:57:00+00:00,48.66
return_0005808,order_027310_1,prod_519,Wrong Size,2023-11-26 10:15:00+00:00,10.54
return_0005809,order_027313_1,prod_587,Not as Described,2023-11-22 22:58:00+00:00,72.18
return_0005810,order_027319_1,prod_463,Wrong Size,2023-12-04 14:43:00+00:00,24.75
return_0005811,order_027319_2,prod_263,Defective,2023-11-20 16:28:00+00:00,181.62
return_0005812,order_027324_1,prod_577,Not as Described,2023-11-23 12:16:00+00:00,4.25
return_0005813,order_027342_3,prod_368,Wrong Size,2023-11-20 18:02:00+00:00,60.31
return_0005814,order_027346_4,prod_309,Defective,2023-11-21 08:37:00+00:00,70.16
return_0005815,order_027364_1,prod_418,Changed Mind,2023-11-16 09:12:00+00:00,81.7
return_0005816,order_027368_2,prod_019,Defective,2023-11-29 18:41:00+00:00,69.45
return_0005817,order_027371_1,prod_525,Not as Described,2023-12-03 17:11:00+00:00,8.03
return_0005818,order_027379_1,prod_474,Changed Mind,2023-11-26 19:31:00+00:00,40.22
return_0005819,order_027402_2,prod_511,Changed Mind,2023-12-07 19:30:00+00:00,70.94
return_0005820,order_027404_1,prod_155,Not as Described,2023-12-09 19:23:00+00:00,18.0
return_0005821,order_027410_1,prod_510,Wrong Size,2023-11-29 10:15:00+00:00,66.24
return_0005822,order_027412_3,prod_447,Changed Mind,2023-12-05 16:44:00+00:00,42.26
return_0005823,order_027413_2,prod_530,Wrong Size,2023-11-25 15:43:00+00:00,13.22
return_0005824,order_027425_1,prod_409,Defective,2023-11-22 12:44:00+00:00,34.84
return_0005825,order_027427_2,prod_385,Late Delivery,2023-12-13 13:21:00+00:00,12.25
return_0005826,order_027431_3,prod_255,Defective,2023-12-13 18:49:00+00:00,31.48
return_0005827,order_027444_1,prod_040,Changed Mind,2023-12-11 19:55:00+00:00,60.46
return_0005828,order_027455_1,prod_493,Late Delivery,2023-11-26 09:31:00+00:00,21.4
return_0005829,order_027458_2,prod_288,Late Delivery,2023-12-07 17:36:00+00:00,18.56
return_0005830,order_027463_2,prod_049,Not as Described,2023-11-23 14:37:00+00:00,31.66
return_0005831,order_027470_1,prod_134,Late Delivery,2023-11-18 16:59:00+00:00,42.17
return_0005832,order_027475_1,prod_367,Late Delivery,2023-12-15 20:46:00+00:00,72.82
return_0005833,order_027475_2,prod_415,Wrong Size,2023-12-01 16:36:00+00:00,47.63
return_0005834,order_027479_1,prod_525,Late Delivery,2023-11-22 13:09:00+00:00,15.87
return_0005835,order_027480_5,prod_505,Not as Described,2023-12-16 21:50:00+00:00,28.69
return_0005836,order_027483_2,prod_483,Changed Mind,2023-12-07 16:20:00+00:00,54.43
return_0005837,order_027483_3,prod_097,Defective,2023-11-28 21:48:00+00:00,34.91
return_0005838,order_027483_4,prod_287,Wrong Size,2023-11-18 17:12:00+00:00,82.33
return_0005839,order_027484_1,prod_504,Wrong Size,2023-11-17 12:19:00+00:00,14.72
return_0005840,order_027489_4,prod_192,Changed Mind,2023-11-26 12:33:00+00:00,41.46
return_0005841,order_027508_1,prod_252,Wrong Size,2023-12-06 16:00:00+00:00,44.49
return_0005842,order_027509_1,prod_160,Wrong Size,2023-12-16 20:59:00+00:00,123.0
return_0005843,order_027519_2,prod_430,Late Delivery,2023-12-02 16:55:00+00:00,165.99
return_0005844,order_027521_4,prod_086,Not as Described,2023-12-09 09:32:00+00:00,94.36
return_0005845,order_027529_3,prod_344,Wrong Size,2023-12-04 22:50:00+00:00,9.03
return_0005846,order_027538_3,prod_116,Late Delivery,2023-12-03 20:57:00+00:00,24.88
return_0005847,order_027541_4,prod_292,Wrong Size,2023-12-06 19:54:00+00:00,33.39
return_0005848,order_027549_2,prod_224,Changed Mind,2023-12-08 10:28:00+00:00,86.51
return_0005849,order_027559_5,prod_396,Not as Described,2023-12-04 19:04:00+00:00,49.24
return_0005850,order_027562_1,prod_490,Defective,2023-11-20 14:03:00+00:00,28.99
return_0005851,order_027568_2,prod_270,Changed Mind,2023-11-20 20:35:00+00:00,17.71
return_0005852,order_027578_3,prod_232,Late Delivery,2023-12-01 13:43:00+00:00,144.85
return_0005853,order_027579_1,prod_382,Defective,2023-11-20 21:51:00+00:00,19.02
return_0005854,order_027588_2,prod_379,Defective,2023-12-03 21:30:00+00:00,62.84
return_0005855,order_027589_2,prod_270,Wrong Size,2023-12-16 17:06:00+00:00,18.3
return_0005856,order_027595_2,prod_180,Not as Described,2023-11-24 18:47:00+00:00,90.04
return_0005857,order_027600_2,prod_298,Not as Described,2023-12-04 11:47:00+00:00,46.89
return_0005858,order_027603_1,prod_385,Wrong Size,2023-12-02 12:11:00+00:00,13.03
return_0005859,order_027605_1,prod_299,Wrong Size,2023-11-29 10:30:00+00:00,131.37
return_0005860,order_027611_2,prod_151,Defective,2023-12-11 13:44:00+00:00,67.25
return_0005861,order_027616_3,prod_273,Not as Described,2023-12-18 14:20:00+00:00,71.48
return_0005862,order_027617_2,prod_553,Defective,2023-12-09 20:24:00+00:00,9.2
return_0005863,order_027618_4,prod_150,Late Delivery,2023-12-03 21:07:00+00:00,66.59
return_0005864,order_027634_5,prod_124,Changed Mind,2023-11-28 22:23:00+00:00,18.84
return_0005865,order_027640_4,prod_198,Late Delivery,2023-11-24 13:01:00+00:00,31.1
return_0005866,order_027653_2,prod_559,Wrong Size,2023-11-21 14:41:00+00:00,15.65
return_0005867,order_027669_1,prod_526,Changed Mind,2023-12-13 19:03:00+00:00,20.2
return_0005868,order_027672_1,prod_513,Changed Mind,2023-12-04 18:35:00+00:00,82.82
return_0005869,order_027689_1,prod_497,Wrong Size,2023-12-09 18:18:00+00:00,29.23
return_0005870,order_027693_3,prod_338,Not as Described,2023-12-18 22:41:00+00:00,44.55
return_0005871,order_027700_2,prod_087,Late Delivery,2023-12-15 18:56:00+00:00,4.45
return_0005872,order_027708_1,prod_187,Wrong Size,2023-12-01 16:48:00+00:00,78.44
return_0005873,order_027713_1,prod_505,Not as Described,2023-12-13 22:15:00+00:00,13.61
return_0005874,order_027722_3,prod_173,Defective,2023-12-15 15:47:00+00:00,178.01
return_0005875,order_027725_1,prod_379,Not as Described,2023-12-04 14:07:00+00:00,8.02
return_0005876,order_027726_1,prod_267,Not as Described,2023-11-21 22:56:00+00:00,20.18
return_0005877,order_027728_3,prod_200,Defective,2023-12-10 19:27:00+00:00,19.34
return_0005878,order_027743_1,prod_162,Wrong Size,2023-12-18 10:19:00+00:00,62.74
return_0005879,order_027744_1,prod_150,Wrong Size,2023-11-24 09:23:00+00:00,7.32
return_0005880,order_027749_1,prod_490,Late Delivery,2023-12-10 22:49:00+00:00,35.88
return_0005881,order_027753_4,prod_143,Late Delivery,2023-12-07 11:50:00+00:00,21.99
return_0005882,order_027757_3,prod_411,Defective,2023-12-20 18:25:00+00:00,71.68
return_0005883,order_027759_4,prod_020,Not as Described,2023-12-20 11:22:00+00:00,13.1
return_0005884,order_027761_4,prod_187,Wrong Size,2023-11-29 13:48:00+00:00,68.29
return_0005885,order_027780_2,prod_195,Not as Described,2023-12-14 13:18:00+00:00,19.79
return_0005886,order_027787_3,prod_024,Changed Mind,2023-12-20 16:10:00+00:00,64.72
return_0005887,order_027803_2,prod_467,Wrong Size,2023-12-15 09:29:00+00:00,30.67
return_0005888,order_027804_4,prod_016,Wrong Size,2023-11-26 12:44:00+00:00,72.31
return_0005889,order_027814_1,prod_553,Changed Mind,2023-12-06 12:47:00+00:00,28.38
return_0005890,order_027814_2,prod_035,Defective,2023-11-26 10:06:00+00:00,49.65
return_0005891,order_027816_2,prod_519,Late Delivery,2023-12-05 14:50:00+00:00,32.03
return_0005892,order_027816_3,prod_504,Not as Described,2023-12-05 14:09:00+00:00,30.44
return_0005893,order_027820_1,prod_578,Defective,2023-12-10 14:08:00+00:00,9.26
return_0005894,order_027823_2,prod_391,Late Delivery,2023-12-02 12:10:00+00:00,62.34
return_0005895,order_027829_1,prod_134,Late Delivery,2023-12-13 12:16:00+00:00,79.38
return_0005896,order_027836_1,prod_518,Wrong Size,2023-12-07 22:52:00+00:00,44.44
return_0005897,order_027848_2,prod_290,Defective,2023-11-29 11:44:00+00:00,47.71
return_0005898,order_027854_4,prod_553,Wrong Size,2023-12-09 20:32:00+00:00,81.66
return_0005899,order_027855_3,prod_095,Defective,2023-11-29 18:09:00+00:00,21.86
return_0005900,order_027861_1,prod_594,Late Delivery,2023-12-22 22:19:00+00:00,14.96
return_0005901,order_027864_1,prod_332,Late Delivery,2023-12-15 19:04:00+00:00,148.44
return_0005902,order_027864_3,prod_541,Late Delivery,2023-12-22 14:19:00+00:00,49.27
return_0005903,order_027873_2,prod_489,Wrong Size,2023-11-27 09:42:00+00:00,51.26
return_0005904,order_027879_2,prod_569,Not as Described,2023-12-18 22:29:00+00:00,79.94
return_0005905,order_027900_1,prod_491,Late Delivery,2023-11-28 22:01:00+00:00,37.29
return_0005906,order_027901_1,prod_380,Not as Described,2023-12-23 17:55:00+00:00,37.15
return_0005907,order_027905_1,prod_086,Not as Described,2023-12-08 22:47:00+00:00,44.09
return_0005908,order_027905_2,prod_375,Wrong Size,2023-11-26 13:08:00+00:00,46.38
return_0005909,order_027905_3,prod_572,Late Delivery,2023-12-15 18:47:00+00:00,31.15
return_0005910,order_027906_3,prod_537,Changed Mind,2023-11-28 19:01:00+00:00,6.04
return_0005911,order_027910_3,prod_535,Changed Mind,2023-12-17 14:30:00+00:00,46.33
return_0005912,order_027912_1,prod_041,Late Delivery,2023-11-25 17:04:00+00:00,24.01
return_0005913,order_027916_3,prod_017,Wrong Size,2023-12-08 15:04:00+00:00,38.36
return_0005914,order_027919_1,prod_535,Changed Mind,2023-12-22 18:27:00+00:00,22.24
return_0005915,order_027923_2,prod_243,Not as Described,2023-12-18 08:56:00+00:00,21.05
return_0005916,order_027924_1,prod_599,Not as Described,2023-12-16 10:13:00+00:00,22.07
return_0005917,order_027924_3,prod_402,Not as Described,2023-12-15 20:49:00+00:00,24.57
return_0005918,order_027927_3,prod_016,Late Delivery,2023-12-09 11:03:00+00:00,112.85
return_0005919,order_027930_3,prod_096,Defective,2023-11-30 14:51:00+00:00,43.33
return_0005920,order_027931_1,prod_411,Not as Described,2023-12-18 11:38:00+00:00,38.0
return_0005921,order_027934_2,prod_495,Not as Described,2023-11-29 13:18:00+00:00,38.4
return_0005922,order_027942_1,prod_358,Not as Described,2023-12-19 13:50:00+00:00,116.61
return_0005923,order_027942_2,prod_155,Defective,2023-12-08 15:31:00+00:00,30.28
return_0005924,order_027966_1,prod_463,Defective,2023-12-04 19:31:00+00:00,9.16
return_0005925,order_027974_5,prod_378,Not as Described,2023-12-21 09:16:00+00:00,49.06
return_0005926,order_027981_3,prod_496,Not as Described,2023-12-08 19:34:00+00:00,98.68
return_0005927,order_027982_2,prod_155,Changed Mind,2023-12-03 09:34:00+00:00,38.22
return_0005928,order_027995_1,prod_231,Late Delivery,2023-12-08 12:55:00+00:00,41.12
return_0005929,order_027997_1,prod_291,Wrong Size,2023-12-01 09:16:00+00:00,12.36
return_0005930,order_027999_1,prod_139,Wrong Size,2023-12-08 11:03:00+00:00,35.75
return_0005931,order_028005_1,prod_159,Defective,2023-12-09 17:33:00+00:00,47.4
return_0005932,order_028006_3,prod_111,Not as Described,2023-12-13 18:14:00+00:00,61.25
return_0005933,order_028009_4,prod_472,Wrong Size,2023-12-08 10:53:00+00:00,70.27
return_0005934,order_028024_1,prod_300,Late Delivery,2023-12-06 20:46:00+00:00,73.76
return_0005935,order_028027_2,prod_112,Defective,2023-11-26 09:35:00+00:00,55.35
return_0005936,order_028034_4,prod_590,Late Delivery,2023-12-02 10:08:00+00:00,55.02
return_0005937,order_028036_1,prod_011,Not as Described,2023-11-29 09:23:00+00:00,59.76
return_0005938,order_028038_1,prod_263,Wrong Size,2023-11-29 15:49:00+00:00,17.94
return_0005939,order_028038_2,prod_488,Defective,2023-11-29 10:55:00+00:00,24.4
return_0005940,order_028044_1,prod_466,Defective,2023-12-10 20:29:00+00:00,131.94
return_0005941,order_028050_1,prod_448,Defective,2023-12-11 21:31:00+00:00,85.59
return_0005942,order_028053_1,prod_352,Late Delivery,2023-12-13 13:40:00+00:00,72.71
return_0005943,order_028054_1,prod_528,Defective,2023-12-21 15:58:00+00:00,107.33
return_0005944,order_028070_5,prod_313,Wrong Size,2023-12-06 21:11:00+00:00,5.0
return_0005945,order_028071_2,prod_076,Wrong Size,2023-12-09 20:23:00+00:00,32.4
return_0005946,order_028072_2,prod_300,Not as Described,2023-11-29 22:15:00+00:00,132.8
return_0005947,order_028073_1,prod_082,Wrong Size,2023-12-14 18:30:00+00:00,18.06
return_0005948,order_028083_2,prod_002,Not as Described,2023-12-04 08:03:00+00:00,15.54
return_0005949,order_028085_2,prod_165,Wrong Size,2023-12-03 17:55:00+00:00,5.33
return_0005950,order_028090_1,prod_455,Changed Mind,2023-11-25 19:26:00+00:00,47.51
return_0005951,order_028091_1,prod_389,Changed Mind,2023-12-24 12:58:00+00:00,101.8
return_0005952,order_028093_1,prod_169,Late Delivery,2023-11-27 09:00:00+00:00,16.1
return_0005953,order_028101_3,prod_497,Not as Described,2023-12-10 11:05:00+00:00,7.01
return_0005954,order_028105_2,prod_550,Changed Mind,2023-12-11 19:26:00+00:00,10.57
return_0005955,order_028112_1,prod_492,Changed Mind,2023-12-21 22:12:00+00:00,33.58
return_0005956,order_028132_2,prod_382,Not as Described,2023-12-17 17:57:00+00:00,18.32
return_0005957,order_028140_2,prod_295,Late Delivery,2023-12-07 12:00:00+00:00,79.25
return_0005958,order_028142_3,prod_328,Wrong Size,2023-12-20 11:43:00+00:00,129.8
return_0005959,order_028143_1,prod_268,Not as Described,2023-12-07 10:39:00+00:00,66.93
return_0005960,order_028148_3,prod_360,Not as Described,2023-12-21 14:40:00+00:00,58.68
return_0005961,order_028151_1,prod_290,Wrong Size,2023-12-14 13:12:00+00:00,71.18
return_0005962,order_028165_1,prod_176,Late Delivery,2023-11-29 19:16:00+00:00,26.4
return_0005963,order_028168_2,prod_102,Late Delivery,2023-12-12 21:02:00+00:00,72.23
return_0005964,order_028170_3,prod_592,Late Delivery,2023-12-22 10:26:00+00:00,52.11
return_0005965,order_028184_1,prod_450,Late Delivery,2023-12-08 22:53:00+00:00,44.97
return_0005966,order_028190_5,prod_587,Not as Described,2023-12-17 08:02:00+00:00,38.79
return_0005967,order_028191_1,prod_402,Defective,2023-12-08 22:24:00+00:00,133.56
return_0005968,order_028194_1,prod_410,Not as Described,2023-12-15 19:23:00+00:00,124.29
return_0005969,order_028197_2,prod_390,Not as Described,2023-12-07 19:42:00+00:00,19.04
return_0005970,order_028204_3,prod_418,Changed Mind,2023-12-12 19:34:00+00:00,76.32
return_0005971,order_028205_2,prod_598,Changed Mind,2023-12-20 08:44:00+00:00,128.48
return_0005972,order_028219_4,prod_526,Defective,2023-11-30 09:11:00+00:00,13.59
return_0005973,order_028222_1,prod_156,Late Delivery,2023-12-05 08:00:00+00:00,35.88
return_0005974,order_028223_1,prod_473,Changed Mind,2023-11-28 20:57:00+00:00,39.57
return_0005975,order_028224_1,prod_319,Wrong Size,2023-12-13 19:08:00+00:00,19.72
return_0005976,order_028236_2,prod_529,Changed Mind,2023-12-03 17:38:00+00:00,69.9
return_0005977,order_028241_2,prod_425,Defective,2023-12-19 20:37:00+00:00,39.41
return_0005978,order_028246_3,prod_286,Defective,2023-12-04 13:29:00+00:00,14.47
return_0005979,order_028248_5,prod_124,Late Delivery,2023-11-28 16:06:00+00:00,90.3
return_0005980,order_028258_1,prod_344,Not as Described,2023-12-17 08:51:00+00:00,42.53
return_0005981,order_028265_1,prod_224,Defective,2023-12-04 16:07:00+00:00,5.74
return_0005982,order_028277_1,prod_316,Not as Described,2023-11-30 16:30:00+00:00,198.54
return_0005983,order_028278_5,prod_283,Wrong Size,2023-12-22 10:47:00+00:00,31.38
return_0005984,order_028286_2,prod_475,Not as Described,2023-12-15 15:01:00+00:00,181.35
return_0005985,order_028293_1,prod_327,Wrong Size,2023-11-29 11:25:00+00:00,37.87
return_0005986,order_028306_4,prod_119,Defective,2023-12-08 19:20:00+00:00,66.44
return_0005987,order_028310_1,prod_118,Not as Described,2023-12-16 12:25:00+00:00,61.79
return_0005988,order_028311_1,prod_541,Not as Described,2023-12-21 18:52:00+00:00,44.07
return_0005989,order_028313_1,prod_012,Late Delivery,2023-12-22 13:37:00+00:00,109.98
return_0005990,order_028325_2,prod_312,Late Delivery,2023-12-22 09:37:00+00:00,63.13
return_0005991,order_028330_1,prod_525,Late Delivery,2023-12-21 16:37:00+00:00,20.74
return_0005992,order_028337_5,prod_195,Late Delivery,2023-12-06 16:00:00+00:00,15.06
return_0005993,order_028341_2,prod_385,Not as Described,2023-12-08 22:34:00+00:00,31.73
return_0005994,order_028343_1,prod_438,Late Delivery,2023-12-07 15:26:00+00:00,18.04
